[2026-01-28 16:56:04.763604] Looking for connection...
[2026-01-28 16:56:06.745238] Looking for connection...
[2026-01-28 16:56:08.748860] Looking for connection...
[2026-01-28 16:56:10.753308] Looking for connection...
[2026-01-28 16:56:12.756994] Looking for connection...
[2026-01-28 16:56:14.760423] Looking for connection...
[2026-01-28 16:56:16.763716] Looking for connection...
[2026-01-28 16:56:18.766699] Looking for connection...
[2026-01-28 16:56:20.769961] Looking for connection...
[2026-01-28 16:56:22.772955] Looking for connection...
[2026-01-28 16:56:24.776222] Looking for connection...
[2026-01-28 16:56:26.779269] Looking for connection...
[2026-01-28 16:56:28.782651] Looking for connection...
[2026-01-28 16:56:30.786023] Looking for connection...
[2026-01-28 16:56:32.789103] Looking for connection...
[2026-01-28 16:56:34.802536] Looking for connection...
[2026-01-28 16:56:36.807991] Looking for connection...
[2026-01-28 16:56:38.825881] Looking for connection...
[2026-01-28 16:56:40.834242] Looking for connection...
[2026-01-28 16:56:42.842156] Looking for connection...
[2026-01-28 16:56:44.848716] Looking for connection...
[2026-01-28 16:56:46.857614] Looking for connection...
[2026-01-28 16:56:48.864422] Looking for connection...
[2026-01-28 16:56:50.872419] Looking for connection...
[2026-01-28 16:56:52.879298] Looking for connection...
[2026-01-28 16:56:54.887261] Looking for connection...
[2026-01-28 16:56:56.893858] Looking for connection...
[2026-01-28 16:56:58.901842] Looking for connection...
[2026-01-28 16:57:00.909639] Looking for connection...
[2026-01-28 16:57:02.923523] Looking for connection...
[2026-01-28 16:57:04.930168] Looking for connection...
[2026-01-28 16:57:06.942047] Looking for connection...
[2026-01-28 16:57:08.953314] Looking for connection...
[2026-01-28 16:57:10.960587] Looking for connection...
[2026-01-28 16:57:12.968596] Looking for connection...
[2026-01-28 16:57:14.976791] Looking for connection...
[2026-01-28 16:57:16.985565] Looking for connection...
[2026-01-28 16:57:18.992835] Looking for connection...
[2026-01-28 16:57:21.000535] Looking for connection...
[2026-01-28 16:57:23.008272] Looking for connection...
[2026-01-28 16:57:25.016445] Looking for connection...
[2026-01-28 16:57:27.024593] Looking for connection...
[2026-01-28 16:57:29.030499] Looking for connection...
[2026-01-28 16:57:31.037584] Looking for connection...
[2026-01-28 16:57:33.044433] Looking for connection...
[2026-01-28 16:57:35.057105] Looking for connection...
[2026-01-28 16:57:37.064417] Looking for connection...
[2026-01-28 16:57:39.071717] Looking for connection...
[2026-01-28 16:57:41.081268] Looking for connection...
[2026-01-28 16:57:43.088211] Looking for connection...
[2026-01-28 16:57:45.097072] Looking for connection...
[2026-01-28 16:57:47.105893] Looking for connection...
[2026-01-28 16:57:49.112051] Looking for connection...
[2026-01-28 16:57:51.120346] Looking for connection...
[2026-01-28 16:57:53.128699] Looking for connection...
[2026-01-28 16:57:55.138814] Looking for connection...
[2026-01-28 16:57:57.144634] Looking for connection...
[2026-01-28 16:57:58.088186] Got it
[2026-01-28 16:57:58.091115] PING 172.16.0.1 (172.16.0.1) 56(84) bytes of data.
[2026-01-28 16:58:47.166383] 64 bytes from 172.16.0.1: icmp_seq=233 ttl=64 time=1573 ms
[2026-01-28 16:58:52.401673] 64 bytes from 172.16.0.1: icmp_seq=258 ttl=64 time=1704 ms
[2026-01-28 16:58:53.306887] 64 bytes from 172.16.0.1: icmp_seq=261 ttl=64 time=1990 ms
[2026-01-28 16:58:54.043314] 64 bytes from 172.16.0.1: icmp_seq=264 ttl=64 time=2114 ms
[2026-01-28 16:58:54.926742] 64 bytes from 172.16.0.1: icmp_seq=269 ttl=64 time=1977 ms
[2026-01-28 16:58:59.647233] 64 bytes from 172.16.0.1: icmp_seq=292 ttl=64 time=1986 ms
[2026-01-28 16:59:00.319902] 64 bytes from 172.16.0.1: icmp_seq=296 ttl=64 time=1796 ms
[2026-01-28 16:59:00.654797] 64 bytes from 172.16.0.1: icmp_seq=298 ttl=64 time=1722 ms
[2026-01-28 16:59:07.938903] 64 bytes from 172.16.0.1: icmp_seq=333 ttl=64 time=1850 ms
[2026-01-28 16:59:09.526901] 64 bytes from 172.16.0.1: icmp_seq=341 ttl=64 time=1797 ms
[2026-01-28 16:59:09.874940] 64 bytes from 172.16.0.1: icmp_seq=342 ttl=64 time=1937 ms
[2026-01-28 16:59:12.253090] 64 bytes from 172.16.0.1: icmp_seq=354 ttl=64 time=1876 ms
[2026-01-28 16:59:13.041899] 64 bytes from 172.16.0.1: icmp_seq=358 ttl=64 time=1845 ms
[2026-01-28 16:59:13.589405] 64 bytes from 172.16.0.1: icmp_seq=361 ttl=64 time=1772 ms
[2026-01-28 16:59:13.838171] 64 bytes from 172.16.0.1: icmp_seq=362 ttl=64 time=1817 ms
[2026-01-28 16:59:17.107813] 64 bytes from 172.16.0.1: icmp_seq=376 ttl=64 time=2230 ms
[2026-01-28 16:59:18.182789] 64 bytes from 172.16.0.1: icmp_seq=382 ttl=64 time=2061 ms
[2026-01-28 16:59:19.140869] 64 bytes from 172.16.0.1: icmp_seq=387 ttl=64 time=1986 ms
[2026-01-28 16:59:19.349023] 64 bytes from 172.16.0.1: icmp_seq=388 ttl=64 time=1992 ms
[2026-01-28 16:59:19.536949] 64 bytes from 172.16.0.1: icmp_seq=389 ttl=64 time=1976 ms
[2026-01-28 16:59:21.330850] 64 bytes from 172.16.0.1: icmp_seq=397 ttl=64 time=2145 ms
[2026-01-28 16:59:28.426228] 64 bytes from 172.16.0.1: icmp_seq=427 ttl=64 time=2864 ms
[2026-01-28 16:59:30.490228] 64 bytes from 172.16.0.1: icmp_seq=436 ttl=64 time=3084 ms
[2026-01-28 16:59:34.421695] 64 bytes from 172.16.0.1: icmp_seq=450 ttl=64 time=4144 ms
[2026-01-28 16:59:34.719819] 64 bytes from 172.16.0.1: icmp_seq=451 ttl=64 time=4239 ms
[2026-01-28 16:59:39.695004] 64 bytes from 172.16.0.1: icmp_seq=473 ttl=64 time=4712 ms
[2026-01-28 16:59:44.874005] 64 bytes from 172.16.0.1: icmp_seq=497 ttl=64 time=4980 ms
[2026-01-28 16:59:51.390038] 64 bytes from 172.16.0.1: icmp_seq=529 ttl=64 time=4941 ms
[2026-01-28 16:59:54.251155] 64 bytes from 172.16.0.1: icmp_seq=542 ttl=64 time=5134 ms
[2026-01-28 16:59:56.674780] 64 bytes from 172.16.0.1: icmp_seq=553 ttl=64 time=5294 ms
[2026-01-28 16:59:56.961235] 64 bytes from 172.16.0.1: icmp_seq=554 ttl=64 time=5379 ms
[2026-01-28 16:59:58.605979] 64 bytes from 172.16.0.1: icmp_seq=563 ttl=64 time=5177 ms
[2026-01-28 17:00:11.070757] 64 bytes from 172.16.0.1: icmp_seq=625 ttl=64 time=4913 ms
[2026-01-28 17:00:19.741160] 64 bytes from 172.16.0.1: icmp_seq=659 ttl=64 time=5876 ms
[2026-01-28 17:00:22.328127] 64 bytes from 172.16.0.1: icmp_seq=670 ttl=64 time=6207 ms
[2026-01-28 17:00:27.105675] 64 bytes from 172.16.0.1: icmp_seq=691 ttl=64 time=6656 ms
[2026-01-28 17:00:27.273590] 64 bytes from 172.16.0.1: icmp_seq=692 ttl=64 time=6620 ms
[2026-01-28 17:00:29.530597] 64 bytes from 172.16.0.1: icmp_seq=701 ttl=64 time=7023 ms
[2026-01-28 17:00:35.302038] 64 bytes from 172.16.0.1: icmp_seq=732 ttl=64 time=6453 ms
